ID	TRAD	SIMP	IPA	JYUTPING	EXPL	NOTE	LEVEL
6402	濠	濠	hau21	haau4			2
6403	濡	濡	jy21	jyu4			2
6404	濮	濮	pʰœk3	poek2		(又)	2
6405	濮	濮	pʰok3	puk2			2
6406	濯	濯	tʃœk2	zoek6		(又)	2
6407	濯	濯	tʃok2	zuk6			2
6408	瀚	瀚	han22	haan6			2
6409	瀛	瀛	heŋ21	hing4			2
6410	瀣	瀣	hai22	haai6			2
6411	灝	灏	hau22	haau6			2
6412	灞	灞	pa55	baa3			2
6413	煬	炀	jiɐŋ21	jiang4			2
6414	炅	炅	kʷɐi55	gwai3	姓		2
6415	炅	炅	kʷeŋ24	gwing5	火光；明亮		2
6416	炔	炔	kʷɐi55	gwai3	姓		2
6417	炔	炔	kʰyt3	kyut2	乙炔		2
6418	炖	炖	tɐn22	dan6			2
6419	燉	炖	tɐn22	dan6			2
6420	炘	炘	hɐn53	han1			2
6421	炙	炙	tʃek3	zik2			2
6422	煒	炜	wɐi33	wai2			2
6423	熗	炝	tʃʰiɐŋ55	ciang3			2
6424	炯	炯	kʷeŋ24	gwing5			2
6425	炱	炱	tai21	daai4			2
6426	炳	炳	peŋ33	bing2			2
6427	炷	炷	tʃy55	zyu3			2
6428	炻	炻	ʃek2	sik6			2
6429	熾	炽	tʃʰi55	ci3			2
6430	烀	烀	hu53	hu1			2
6431	烴	烃	keŋ33	ging2	溫；焦臭；焦貌		2
6432	烴	烃	tʰeŋ53	ting1	碳氫化合物		2
6433	烊	烊	jiɐŋ21	jiang4			2
6434	烜	烜	hyn33	hyun2		(又)	2
6435	烜	烜	hyn53	hyun1			2
6436	燁	烨	jip24	jip5			2
6437	燴	烩	wɐi22	wai6			2
6438	燼	烬	tʃɐn22	zan6			2
6439	烯	烯	hi53	hi1			2
6440	烷	烷	jyn21	jyun4			2
6441	烽	烽	fœŋ53	foeng1			2
6442	焐	焐	ŋu22	ngu6		(老派)	2
6443	焐	焐	ŋ̍22	ng6			2
6444	焓	焓	ham21	haam4			2
6445	燜	焖	mɐn55	man3	同炆字	(語)	2
6446	燜	焖	mun22	mun6			2
6447	焗	焗	kœk2	goek6	悶，本字焅		2
6448	燾	焘	tau21	daau4	用於人名		2
6449	燾	焘	tau22	daau6	覆蓋		2
6450	焙	焙	pui22	bui6			2
6451	焜	焜	kʷʰɐn53	kwan1			2
6452	焯	焯	tʃʰiɐk3	ciak2	略煮一下		2
6453	焱	焱	jim22	jim6			2
6454	煅	煅	tun55	dun3			2
6455	煊	煊	hyn53	hyun1			2
6456	煜	煜	ȵœk24	njoek5			2
6457	煦	煦	hy33	hyu2			2
6458	煨	煨	wui53	wui1			2
6459	煲	煲	pau53	baau1			2
6460	煳	煳	hu21	hu4			2
6461	煸	煸	pin53	bin1		(又)	2
6462	煸	煸	pʰin53	pin1			2
6463	煺	煺	tʰui55	tui3			2
6464	熘	熘	liu53	liu1		(又)	2
6465	熘	熘	lɐu22	lau6			2
6466	熜	熜	tʃʰœŋ53	coeng1	微火；熱氣		2
6467	熜	熜	tʃœŋ33	zoeng2	用麻莖捆扎成的火炬		2
6468	熠	熠	jap2	jaap6	詞綴，搧～～，來回搧動	(語)	2
6469	熠	熠	jɐp5	jap3	閃爍	(語)	2
6470	熠	熠	jɐp3	jap2			2
6471	熥	熥	tʰœŋ53	toeng1			2
6472	熨	熨	tʰaŋ55	taang3	熨斗，訓讀燙斗	(訓)	2
6473	熨	熨	wɐn55	wan3	熨斗，本字熅		2
6474	熨	熨	wɐt3	wat2	熨貼		2
6475	熵	熵	ʃiɐŋ53	siang1			2
6476	熹	熹	hi53	hi1			2
6477	燎	燎	liu21	liu4			2
6478	燔	燔	fan21	faan4			2
6479	燠	燠	∅au55	aau3	甚熱		2
6480	燠	燠	jy55	jyu3	燠休		2
6481	燠	燠	jœk3	joek2	熱		2
6482	燧	燧	ʃui22	sui6			2
6483	燮	燮	ɬit3	slit2		(又)	2
6484	燮	燮	ɬyt3	slyut2			2
6485	燹	燹	ɬin33	slin2			2
6486	爝	爝	tʃiɐk3	ziak2			2
6487	爨	爨	tʃʰun55	cun3			2
6488	爰	爰	jyn21	jyun4			2
6489	爻	爻	ŋau21	ngaau4			2
6490	爿	爿	pan21	baan4			2
6491	牁	牁	kʰo53	ko1			2
6492	牂	牂	tʃaŋ53	zaang1			2
6493	牘	牍	tœk2	doek6			2
6494	牒	牒	tip2	dip6			2
6495	牖	牖	jɐu24	jau5			2
6496	牝	牝	pɐn24	ban5			2
6497	牟	牟	mɐu21	mau4			2
6498	牤	牤	maŋ21	maang4		(又)	2
6499	牤	牤	maŋ53	maang1			2
6500	氂	牦	li21	li4		(又)	2
6501	氂	牦	mau21	maau4			2
6502	牮	牮	tʃin55	zin3			2
6503	牯	牯	ku33	gu2			2
6504	牾	牾	ŋu24	ngu5		(老派)	2
6505	牾	牾	ŋ̍24	ng5			2
6506	犄	犄	ki53	gi1	犄角		2
6507	犄	犄	ji33	ji2	去勢的公牛		2
6508	犢	犊	tœk2	doek6			2
6509	犋	犋	ky22	gyu6			2
6510	犍	犍	kin55	gin3	閹過的牛		2
6511	犍	犍	kin22	gin6	犍爲縣		2
6512	犏	犏	pʰin53	pin1			2
6513	犒	犒	kʰau55	kaau3			2
6514	勥	犟	kʰiɐŋ53	kiang1	欺負	(語)	2
6515	勥	犟	kiɐŋ22	giang6	固執，又作犟字		2
6516	犟	犟	kʰiɐŋ53	kiang1	欺負	(語)	2
6517	犟	犟	kiɐŋ22	giang6	固執，又作勥字		2
6518	犰	犰	kɐu21	gau4			2
6519	獷	犷	kʷʰaŋ55	kwaang3		(又)	2
6520	獷	犷	koŋ33	gung2			2
6521	獁	犸	ma55	maa3	馬騮[lɐu55]/獁𧳽[lɐu55]，猴子	(又)	2
6522	獁	犸	ma24	maa5	猛獁；馬騮[lɐu21]/獁𧳽[lɐu21]，猴子		2
6523	狁	狁	wɐn24	wan5			2
6524	狄	狄	tek2	dik6			2
6525	狍	狍	pau21	baau4			2
6526	麅	狍	pau21	baau4			2
6527	狎	狎	hap2	haap6			2
6528	狒	狒	fɐt2	fat6	狒狒	(語)	2
6529	狒	狒	fɐt3	fat2		(又)	2
6530	狒	狒	fi22	fi6			2
6531	狙	狙	tʃy53	zyu1			2
6532	狨	狨	jœŋ21	joeng4			2
6533	狩	狩	ʃɐu55	sau3			2
6534	獪	狯	kʷʰɐi55	kwai3			2
6535	猻	狲	ɬun53	slun1			2
6536	狳	狳	jy21	jyu4			2
6537	狷	狷	kyn55	gyun3			2
6538	狺	狺	ŋɐn21	ngan4			2
6539	猁	猁	li22	li6			2
6540	獫	猃	him33	him2			2
6541	獼	猕	mi21	mi4			2
6542	猗	猗	ji53	ji1			2
6543	猝	猝	tʃʰɐt3	cat2			2
6544	猞	猞	ʃe55	se3			2
6545	玀	猡	lo21	lo4			2
6546	猢	猢	hu21	hu4			2
6547	猥	猥	wui53	wui1		(又)	2
6548	猥	猥	wɐi33	wai2			2
6549	猱	猱	nau21	naau4			2
6550	猷	猷	jɐu21	jau4			2
6551	猹	猹	tʃa53	zaa1			2
6552	獐	獐	tʃiɐŋ53	ziang1			2
6553	獒	獒	ŋau21	ngaau4			2
6554	獗	獗	kʰyt3	kyut2			2
6555	獠	獠	lɛu21	leu4	獠牙	(白)	2
6556	獠	獠	liu21	liu4	獠牙		2
6557	獠	獠	lau24	laau5	蠻族		2
6558	獬	獬	hai24	haai5			2
6559	獺	獭	tʃʰat3	caat2			2
6560	獴	獴	mœŋ21	moeng4			2
6561	獾	獾	hun53	hun1			2
6562	貛	獾	hun53	hun1			2
6563	玎	玎	teŋ53	ding1			2
6564	璣	玑	ki53	gi1			2
6565	玕	玕	kan53	gaan1			2
6566	璵	玙	jy21	jyu4			2
6567	玠	玠	kai55	gaai3			2
6568	玡	玡	je21	je4			2
6569	玢	玢	pɐn53	ban1	玉名		2
6570	玢	玢	fɐn53	fan1	賽璐玢		2
6571	玥	玥	ȵyt24	njyut5			2
6572	玦	玦	kʰyt3	kyut2			2
6573	玭	玭	pɐn21	ban4			2
6574	瑋	玮	wɐi33	wai2			2
6575	玳	玳	tai22	daai6			2
6576	璽	玺	ɬi33	sli2		(又)	2
6577	璽	玺	ɬɐi33	slai2			2
6578	珀	珀	pʰiɐk3	piak2			2
6579	珂	珂	kʰo53	ko1			2
6580	珈	珈	ka53	gaa1			2
6581	珉	珉	mɐn21	man4			2
6582	珏	珏	kak3	gaak2			2
6583	琺	珐	fat3	faat2			2
6584	瓏	珑	lœŋ21	loeng4			2
6585	珙	珙	kœŋ33	goeng2			2
6586	珞	珞	lak3	laak2			2
6587	珣	珣	ɬɐn21	slan4			2
6588	珥	珥	ȵi24	nji5			2
6589	珧	珧	jiu21	jiu4			2
6590	珩	珩	hɐŋ21	hang4			2
6591	璫	珰	taŋ53	daang1			2
6592	琿	珲	kʷʰɐi53	kwai1	璦琿	(又)	2
6593	琿	珲	wɐn21	wan4	琿春縣		2
6594	琿	珲	wɐi53	wai1	璦琿		2
6595	琇	琇	ɬɐu55	slau3			2
6596	璉	琏	lin24	lin5	瑚璉		2
6597	璉	琏	lin21	lin4	同連字		2
6598	琚	琚	ky53	gyu1			2
6599	琛	琛	ʃɐm53	sam1			2
6600	琤	琤	tʃiɐŋ53	ziang1			2
6601	琥	琥	hu33	hu2			2
6602	琦	琦	ki21	gi4			2
6603	琨	琨	kʷʰɐn53	kwan1			2
6604	琪	琪	ki21	gi4			2
6605	琫	琫	pœŋ33	boeng2			2
6606	琬	琬	jyn33	jyun2			2
6607	琮	琮	tʃœŋ21	zoeng4			2
6608	琯	琯	kun33	gun2			2
6609	琰	琰	jim24	jim5			2
6610	琵	琵	pi21	bi4			2
6611	琶	琶	pa21	baa4			2
6612	瑁	瑁	mui22	mui6	玳瑁	(又)	2
6613	瑁	瑁	mau22	maau6			2
6614	瑄	瑄	ɬyn53	slyun1			2
6615	瑕	瑕	ha21	haa4			2
6616	瑗	瑗	jyn22	jyun6			2
6617	瑚	瑚	hu21	hu4			2
6618	瑛	瑛	∅eŋ53	ing1			2
6619	瑜	瑜	jy21	jyu4			2
6620	瑭	瑭	taŋ21	daang4			2
6621	瑤	瑶	jiu21	jiu4			2
6622	瑾	瑾	kɐn33	gan2			2
6623	璀	璀	tʃʰui53	cui1			2
6624	璁	璁	tʃʰœŋ53	coeng1			2
6625	璇	璇	ɬyn21	slyun4			2
6626	璿	璇	ɬyn21	slyun4			2
6627	璈	璈	ŋau21	ngaau4			2
6628	璋	璋	tʃiɐŋ53	ziang1			2
6629	瓔	璎	∅eŋ53	ing1			2
6630	璐	璐	lu22	lu6			2
6631	璘	璘	lɐn21	lan4			2
6632	璜	璜	hoŋ21	hung4			2
6633	璞	璞	pʰok3	puk2			2
6634	璟	璟	keŋ33	ging2			2
6635	璠	璠	fan21	faan4			2
6636	璨	璨	tʃʰan55	caan3			2
6637	璩	璩	ky21	gyu4			2
6638	璪	璪	tʃau33	zaau2			2
6639	璺	璺	mɐn55	man3	～峻[ɬɐn55]，邊緣；勉強	(語)	2
6640	璺	璺	mɛn55	men3	～峻[ɬɛn55]，邊緣；勉強	(語)	2
6641	璺	璺	mɐn22	man6	裂痕		2
6642	瓚	瓒	tʃan55	zaan3			2
6643	瓘	瓘	kun55	gun3			2
6644	瓠	瓠	ku22	gu6	瓠子瓜	(語)	2
6645	瓠	瓠	hu21	hu4	瓠蘆，同葫蘆		2
6646	瓠	瓠	hu22	hu6	瓠瓜，瓠子		2
6647	瓠	瓠	hok2	huk6	瓠落		2
6648	瓮	瓮	∅œŋ55	oeng3			2
6649	甕	瓮	∅œŋ55	oeng3			2
6650	甌	瓯	∅ɐu53	au1			2
6651	瓴	瓴	leŋ21	ling4			2
6652	瓿	瓿	pʰɐu33	pau2			2
6653	甄	甄	tʃɐn53	zan1			2
6654	甍	甍	mɐŋ21	mang4			2
6655	甏	甏	paŋ55	baang3			2
6656	甑	甑	tʃɐŋ55	zang3			2
6657	甬	甬	jœŋ24	joeng5			2
6658	甭	甭	pœŋ33	boeng2			2
6659	町	町	tʰeŋ53	ting1	地名，西門町、歌舞伎町	(常)	2
6660	町	町	tʰin33	tin2	町疃		2
6661	町	町	tʰeŋ33	ting2	田界		2
6662	町	町	teŋ53	ding1	畹町		2
6663	甾	甾	tʃi53	zi1	同淄字		2
6664	甾	甾	tʃai53	zaai1	化合物名		2
6665	畀	畀	pi33	bi2	給		2
6666	畈	畈	fan55	faan3			2
6667	畋	畋	tin21	din4			2
6668	畎	畎	hyn33	hyun2			2
6669	畚	畚	pun33	bun2			2
6670	畛	畛	tʃɐn33	zan2			2
6671	畦	畦	kʷɐi21	gwai4			2
6672	畲	畲	ʃi53	si1	同畬字，畲地	(白)	2
6673	畲	畲	ʃe53	se1	同畬字，畲地		2
6674	畲	畲	ʃe21	se4	畲族，讀同佘		2
6675	畹	畹	jyn33	jyun2			2
6676	畿	畿	ki53	gi1			2
6677	疃	疃	tʰun33	tun2			2
6678	疔	疔	teŋ53	ding1			2
6679	癤	疖	tʃit3	zit2			2
6680	疝	疝	ʃan55	saan3			2
6681	癘	疠	lɐi22	lai6			2
6682	瘍	疡	jiɐŋ21	jiang4			2
6683	疣	疣	jɐu21	jau4			2
6684	疥	疥	kai55	gaai3			2
6685	癧	疬	lek24	lik5	淋巴結		2
6686	瘲	疭	tʃœŋ55	zoeng3			2
6687	皰	疱	pʰau55	paau3			2
6688	疳	疳	kam53	gaam1			2
6689	痾	疴	∅a53	aa1			2
6690	疵	疵	tʃʰi53	ci1			2
6691	疸	疸	tʰan33	taan2		(又)	2
6692	疸	疸	tan33	daan2			2
6693	疽	疽	tʃy53	zyu1			2
6694	痂	痂	ka53	gaa1			2
6695	癰	痈	∅œŋ53	oeng1			2
6696	痙	痉	keŋ22	ging6			2
6697	痍	痍	ji21	ji4			2
6698	痔	痔	tʃi22	zi6			2
6699	痞	痞	mɐu53	mau1	地痞，又作踎字	(語)	2
6700	痞	痞	pʰi33	pi2			2
6701	痣	痣	tʃi55	zi3			2
6702	痤	痤	tʃu21	zu4		(又)	2
6703	痤	痤	tʃo21	zo4			2
6704	痦	痦	ŋu22	ngu6		(老派)	2
6705	痦	痦	ŋ̍22	ng6			2
6706	痧	痧	ʃa53	saa1			2
6707	癆	痨	lau21	laau4			2
6708	癇	痫	han21	haan4			2
6709	疿	痱	fi55	fi3	痱子		2
6710	痱	痱	fi55	fi3	痱子，熱痱		2
6711	痱	痱	fi21	fi4	中風病		2
6712	痼	痼	ku55	gu3			2
6713	痿	痿	wɐi33	wai2			2
6714	瘁	瘁	tʃʰui55	cui3			2
6715	瘃	瘃	tʃœk3	zoek2			2
6716	瘮	瘆	ʃɐm55	sam3			2
6717	瘊	瘊	hɐu21	hau4			2
6718	瘌	瘌	lat24	laat5	瘌痢		2
6719	瘐	瘐	jy24	jyu5			2
6720	瘺	瘘	lɐu22	lau6			2
6721	瘻	瘘	lɐu22	lau6			2
6722	瘙	瘙	ɬau55	slaau3			2
6723	瘛	瘛	kʰɐi55	kai3		(又)	2
6724	瘛	瘛	tʃʰɐi55	cai3			2
6725	瘠	瘠	tʃek3	zik2			2
6726	瘢	瘢	pan53	baan1			2
6727	瘰	瘰	lo24	lo5			2
6728	瘳	瘳	tʃʰɐu53	cau1			2
6729	瘴	瘴	tʃiɐŋ55	ziang3			2
6730	瘵	瘵	tʃai55	zaai3			2
6731	瘼	瘼	mœk24	moek5			2
6732	癭	瘿	∅eŋ33	ing2			2
6733	癃	癃	lœŋ21	loeng4			2
6734	癍	癍	pan53	baan1			2
6735	癔	癔	ji55	ji3			2
6736	癖	癖	pʰek3	pik2			2
6737	癜	癜	tin22	din6			2
6738	癩	癞	lai22	laai6	癩蛤蟆		2
6739	癩	癞	lat24	laat5	癩痢，同瘌痢		2
6740	癲	癫	tin53	din1			2
6741	癯	癯	ky21	gyu4			2
6742	皈	皈	kʷɐi53	gwai1			2
6743	皋	皋	kau53	gaau1			2
6744	皎	皎	kau33	gaau2			2
6745	皚	皑	ŋai21	ngaai4			2
6746	皙	皙	ɬek3	slik2			2
6747	皤	皤	pu21	bu4			2
6748	皸	皲	kʷɐn53	gwan1			2
6749	皴	皴	tʃʰɐn53	can1			2
6750	盂	盂	jy21	jyu4			2
6751	盅	盅	tʃœŋ53	zoeng1			2
6752	盉	盉	hu21	hu4			2
6753	盍	盍	hap2	haap6			2
6754	盎	盎	∅aŋ55	aang3			2
6755	盥	盥	kun55	gun3			2
6756	盱	盱	hy53	hyu1			2
6757	眄	眄	min24	min5			2
6758	眇	眇	miu24	miu5			2
6759	眈	眈	tam53	daam1			2
6760	眊	眊	mau22	maau6			2
6761	瞘	眍	kʰɐu53	kau1			2
6762	眙	眙	tʃʰi55	ci3	直視		2
6763	眙	眙	ji21	ji4	盱眙		2
6764	眥	眦	tʃi22	zi6	眼眶		2
6765	眥	眦	tʃʰi55	ci3	睚眥		2
6766	眩	眩	jyn22	jyun6			2
6767	矓	眬	lœŋ21	loeng4			2
6768	眭	眭	ɬui53	slui1	姓		2
6769	眭	眭	kʷɐi21	gwai4	目深惡視		2
6770	眵	眵	tʃʰi53	ci1			2
6771	眸	眸	mɐu21	mau4			2
6772	眺	眺	tʰiu55	tiu3			2
6773	睃	睃	tʃɐn55	zan3		(舊)	2
6774	睃	睃	ɬo53	slo1			2
6775	睄	睄	ɬau21	slaau4	掃視	(語)	2
6776	睄	睄	ʃau21	saau4	掃視	(又)	2
6777	睄	睄	ʃau33	saau2			2
6778	睇	睇	tɐi22	dai6			2
6779	瞼	睑	kim33	gim2			2
6780	睚	睚	ŋai21	ngaai4			2
6781	睢	睢	ɬui53	slui1			2
6782	睥	睥	pi24	bi5		(又)	2
6783	睥	睥	pɐi24	bai5			2
6784	睨	睨	ŋɐi22	ngai6			2
6785	睽	睽	kʷɐi21	gwai4			2
6786	睪	睾	jek24	jik5	伺視		2
6787	睪	睾	kau53	gaau1	同睾字		2
6788	睪	睾	tʃiɐk2	ziak6	同澤字		2
6789	睾	睾	kau53	gaau1			2
6790	睿	睿	ȵui24	njui5			2
6791	瞀	瞀	mɐu22	mau6			2
6792	瞋	瞋	tʃʰɐn53	can1			2
6793	瞌	瞌	hɐp5	hap3	小睡；合眼		2
6794	瞑	瞑	meŋ21	ming4			2
6795	瞟	瞟	pʰiu33	piu2			2
6796	瞠	瞠	tʃʰiɐŋ53	ciang1			2
6797	瞢	瞢	mœŋ21	moeng4			2
6798	瞥	瞥	pʰit3	pit2			2
6799	瞰	瞰	kʰam55	kaam3			2
6800	瞽	瞽	ku33	gu2			2
6801	瞿	瞿	ky21	gyu4			2
6802	矍	矍	kʷʰɐk3	kwak2		(又)	2
6803	矍	矍	kʰok3	kuk2			2
6804	矜	矜	keŋ53	ging1			2
6805	矬	矬	tʃu21	zu4		(又)	2
6806	矬	矬	tʃo21	zo4			2
6807	磯	矶	ki53	gi1			2
6808	矸	矸	kan53	gaan1	矸石，丹矸		2
6809	矸	矸	han22	haan6	磓		2
6810	矸	矸	kan55	gaan3	山石貌		2
6811	碭	砀	taŋ22	daang6			2
6812	砒	砒	pʰi53	pi1			2
6813	硨	砗	tʃʰe53	ce1			2
6814	砘	砘	tɐn22	dan6			2
6815	碸	砜	fœŋ53	foeng1			2
6816	砝	砝	fat3	faat2			2
6817	砟	砟	tʃa33	zaa2	砟子		2
6818	砟	砟	tʃa55	zaa3	碑石		2
6819	砟	砟	tʃak2	zaak6	砟硌		2
6820	砣	砣	to21	do4			2
6821	砥	砥	tɐi33	dai2			2
6822	砧	砧	tʃɐm53	zam1	又作椹字		2
6823	砭	砭	pin53	bin1			2
6824	砷	砷	ʃɐn53	san1			2
6825	砹	砹	ŋai22	ngaai6			2
6826	礪	砺	lɐi22	lai6			2
6827	礱	砻	lœŋ21	loeng4			2
6828	砼	砼	tœŋ21	doeng4			2
6829	硇	硇	nau21	naau4			2
6830	硌	硌	kɐk2	gak6	卡、阻擋，與梗對轉	(語)	2
6831	硌	硌	lak24	laak5	山上大石		2
6832	硌	硌	kak3	gaak2	硌腳		2
6833	硎	硎	heŋ21	hing4			2
6834	硐	硐	tœŋ22	doeng6			2
6835	硒	硒	ɬɐi53	slai1			2
6836	硤	硖	hap2	haap6			2
6837	磽	硗	hau53	haau1			2
6838	硭	硭	maŋ21	maang4			2
6839	硼	硼	pɐŋ21	bang4			2
6840	碇	碇	teŋ55	ding3			2
6841	碉	碉	tiu53	diu1			2
6842	碓	碓	tui55	dui3			2
6843	碚	碚	pui24	bui5			2
6844	磧	碛	tʃiɐk3	ziak2	壓，本字笮	(語)	2
6845	磧	碛	tʃek3	zik2	沙磧		2
6846	磣	碜	tʃʰɐm33	cam2			2
6847	碡	碡	tœk2	doek6			2
6848	碣	碣	kʰyt3	kyut2		(又)	2
6849	碣	碣	kʰit3	kit2			2
6850	碲	碲	tɐi55	dai3			2
6851	碴	碴	tʃa53	zaa1			2
6852	磋	磋	tʃʰo53	co1			2
6853	磐	磐	pun21	bun4			2
6854	磔	磔	tʃiɐk3	ziak2			2
6855	磙	磙	kʷɐn33	gwan2			2
6856	磬	磬	heŋ55	hing3			2
6857	磲	磲	ky21	gyu4			2
6858	磴	磴	tɐŋ55	dang3			2
6859	礅	礅	tɐn53	dan1			2
6860	礓	礓	kiɐŋ53	giang1			2
6861	礴	礴	pok2	buk6			2
6862	祁	祁	ki21	gi4			2
6863	祆	祆	hyn53	hyun1		(又)	2
6864	祆	祆	hin53	hin1			2
6865	祇	祇	ki21	gi4	神祇		2
6866	祇	祇	tʃi33	zi2	同只字		2
6867	祉	祉	tʃi33	zi2			2
6868	禕	祎	ji53	ji1			2
6869	祓	祓	fɐt3	fat2			2
6870	祗	祗	tʃi53	zi1			2
6871	祚	祚	tʃu22	zu6			2
6872	祛	祛	kʰy53	kyu1			2
6873	祜	祜	hu33	hu2			2
6874	禰	祢	ni21	ni4	姓		2
6875	禰	祢	ni24	ni5	考廟		2
6876	禎	祯	tʃeŋ53	zing1			2
6877	祺	祺	ki21	gi4			2
6878	祾	祾	leŋ21	ling4			2
6879	禊	禊	hi55	hi3		(又)	2
6880	禊	禊	hɐi22	hai6			2
6881	禧	禧	hi53	hi1			2
6882	禳	禳	ŋiɐŋ21	ngiang4			2
6883	禺	禺	jy21	jyu4			2
6884	秕	秕	pi33	bi2			2
6885	秣	秣	mut24	mut5			2
6886	秫	秫	ɬɐt2	slat6			2
6887	秭	秭	tʃi33	zi2			2
6888	穠	秾	nœŋ21	noeng4			2
6889	稂	稂	laŋ21	laang4			2
6890	稃	稃	fu53	fu1			2
6891	稔	稔	nɛm53	nem1		(白)	2
6892	稔	稔	nim53	nim1	同棯字		2
6893	稔	稔	nɐm24	nam5	熟稔		2
6894	稗	稗	pai22	baai6			2
6895	稞	稞	kʰo53	ko1			2
6896	穌	稣	ɬu53	slu1			2
6897	稷	稷	tʃek3	zik2			2
6898	穡	穑	ʃek3	sik2			2
6899	穰	穰	naŋ21	naang4			2
6900	穹	穹	kœŋ21	goeng4			2
6901	窈	窈	jiu33	jiu2		(又)	2
6902	窈	窈	miu24	miu5			2
6903	窕	窕	tiu24	diu5			2
6904	窠	窠	∅o53	o1	訓讀窩	(訓)	2
6905	窠	窠	hu53	hu1			2
6906	窣	窣	ɬɛt5	slet3	劃破	(語)	2
6907	窣	窣	ɬat5	slaat3	撕布聲	(語)	2
6908	窣	窣	ɬɐt3	slat2			2
6909	竇	窦	tɐu55	dau3	窩，本字巢	(語)	2
6910	竇	窦	tɐu22	dau6	情竇；姓		2
6911	窨	窨	∅ɐm55	am3	漚；釀	(白)	2
6912	窨	窨	jɐm55	jam3	窨井		2
6913	窳	窳	jy24	jyu5			2
6914	窸	窸	ɬɐt3	slat2			2
6915	竑	竑	hœŋ21	hoeng4			2
6916	竦	竦	ɬœŋ33	sloeng2			2
6917	竺	竺	tʃœk3	zoek2			2
6918	竽	竽	jy21	jyu4			2
6919	篤	笃	tœk3	doek2			2
6920	笄	笄	kɐi53	gai1			2
6921	笆	笆	pa53	baa1			2
6922	笈	笈	kʰɐp3	kap2			2
6923	笊	笊	tʃau55	zaau3			2
6924	笏	笏	kʷʰɐt3	kwat2		(又)	2
6925	笏	笏	fɐt3	fat2			2
6926	筧	笕	kan33	gaan2			2
6927	笞	笞	tʃʰi53	ci1			2
6928	笠	笠	lɐp24	lap5		(文)	2
6929	笠	笠	lɐp5	lap3		(又)	2
6930	笠	笠	lɛp3	lep2	穀～，穀殼，古壯字⿰谷列，疑本字笠	(語)	2
6931	笠	笠	lɐp3	lap2	竹～，竹簍；<語>套，～衫；<語>哄，～人；又作拉/搚字	(白)	2
6932	笤	笤	tiu21	diu4			2
6933	笥	笥	tʃʰi55	ci3			2
6934	笪	笪	tat3	daat2	<名>竹笪；<量>塊，一～地方，又作墶字		2
6935	笮	笮	tʃa55	zaa3	同榨字		2
6936	笮	笮	tʃiɐk3	ziak2	屋笮；姓；壓，俗字矺/磧		2
6937	笮	笮	tʃak2	zaak6	竹索		2
6938	笳	笳	ka53	gaa1			2
6939	笸	笸	pʰo33	po2			2
6940	箋	笺	tʃʰin53	cin1		(又)	2
6941	箋	笺	tʃʰim53	cim1			2
6942	籩	笾	pin53	bin1			2
6943	筇	筇	kœŋ21	goeng4			2
6944	筌	筌	tʃyn21	zyun4			2
6945	篳	筚	pɐt3	bat2			2
6946	筠	筠	kʷɐn53	gwan1		(又)	2
6947	筠	筠	wɐn21	wan4	筠竹		2
6948	筠	筠	kʷʰɐn53	kwan1	筠連，地名		2
6949	筢	筢	pa21	baa4			2
6950	筮	筮	ʃi55	si3			2
6951	筱	筱	ɬiu33	sliu2			2
6952	筲	筲	ʃau53	saau1			2
6953	筵	筵	jin21	jin4		(又)	2
6954	筵	筵	jyn21	jyun4			2
6955	箅	箅	pɐi22	bai6			2
6956	箍	箍	kʰu53	ku1			2
6957	箐	箐	ʃin22	sin6	竹木叢生的山谷		2
6958	箐	箐	tʃʰiɐŋ53	ciang1	竹名		2
6959	箐	箐	tʃeŋ53	zing1	笭箐		2
6960	籙	箓	lœk24	loek5			2
6961	箔	箔	pok2	buk6			2
6962	箜	箜	hœŋ53	hoeng1			2
6963	箢	箢	jyn53	jyun1	箢箕		2
6964	簀	箦	tʃiɐk3	ziak2			2
6965	篋	箧	kip3	gip2		(又)	2
6966	篋	箧	kɛp3	gep2	箱子	(語)	2
6967	篋	箧	hap2	haap6			2
6968	簞	箪	tan53	daan1			2
6969	箬	箬	jiɐk24	jiak5			2
6970	箴	箴	tʃɐm53	zam1			2
6971	箸	箸	tʃy22	zyu6			2
6972	篁	篁	hoŋ21	hung4			2
6973	篆	篆	ɬyn22	slyun6		(又)	2
6974	篆	篆	tʃyn22	zyun6			2
6975	篌	篌	hɐu21	hau4			2
6976	簣	篑	kʷɐi22	gwai6			2
6977	篙	篙	kau53	gaau1			2
6978	篝	篝	kɐu53	gau1			2
6979	篥	篥	lɐt24	lat5			2
6980	篦	篦	pɐi22	bai6			2
6981	篪	篪	tʃi21	zi4			2
6982	篼	篼	tɐu53	dau1			2
6983	篾	篾	mit24	mit5			2
6984	簋	簋	kʷɐi33	gwai2			2
6985	簌	簌	tʃʰœk3	coek2			2
6986	籪	簖	tun24	dun5			2
6987	簟	簟	tim22	dim6			2
6988	簪	簪	tʃam53	zaam1			2
6989	籀	籀	tʃɐu22	zau6			2
6990	籟	籁	lai22	laai6			2
6991	糴	籴	tek2	dik6			2
6992	秈	籼	ɬin53	slin1			2
6993	粑	粑	pa53	baa1			2
6994	粕	粕	pʰok3	puk2		(文)	2
6995	粕	粕	pʰiɐk3	piak2		(白)	2
6996	糶	粜	tʰiu55	tiu3			2
6997	糲	粝	lɐi22	lai6			2
